subject,predicate,object
biolink:Protein,biolink:affects,biolink:DiseaseOrPhenotypicFeature
biolink:Activity,biolink:biomarker_for,biolink:DiseaseOrPhenotypicFeature
biolink:GenomicEntity,biolink:treats,biolink:DiseaseOrPhenotypicFeature
biolink:Gene,biolink:treats,biolink:DiseaseOrPhenotypicFeature
biolink:Protein,biolink:treats,biolink:DiseaseOrPhenotypicFeature
biolink:Protein,biolink:disrupts,biolink:DiseaseOrPhenotypicFeature
biolink:NamedThing,biolink:disrupts,biolink:DiseaseOrPhenotypicFeature
biolink:GenomicEntity,biolink:disrupts,biolink:DiseaseOrPhenotypicFeature
biolink:Drug,biolink:disrupts,biolink:DiseaseOrPhenotypicFeature
biolink:Protein,biolink:negatively_regulates_entity_to_entity,biolink:DiseaseOrPhenotypicFeature
biolink:Drug,biolink:close_match,biolink:Device
biolink:ChemicalSubstance,biolink:subclass_of,biolink:Disease
biolink:MolecularEntity,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:GrossAnatomicalStructure,biolink:subclass_of,biolink:NamedThing
biolink:AnatomicalEntity,biolink:subclass_of,biolink:NamedThing
biolink:PathologicalProcess,biolink:subclass_of,biolink:InformationContentEntity
biolink:PathologicalProcess,biolink:related_to,biolink:InformationContentEntity
biolink:Disease,biolink:physically_interacts_with,biolink:InformationContentEntity
biolink:DiseaseOrPhenotypicFeature,biolink:physically_interacts_with,biolink:InformationContentEntity
biolink:MolecularEntity,biolink:has_input,biolink:Device
biolink:Gene,biolink:close_match,biolink:Device
biolink:PopulationOfIndividualOrganisms,biolink:affects,biolink:IndividualOrganism
biolink:Drug,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:NamedThing,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:InformationContentEntity,biolink:part_of,biolink:PopulationOfIndividualOrganisms
biolink:ChemicalSubstance,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:Cell,biolink:treats,biolink:IndividualOrganism
biolink:InformationContentEntity,biolink:produces,biolink:IndividualOrganism
biolink:GrossAnatomicalStructure,biolink:subclass_of,biolink:DiseaseOrPhenotypicFeature
biolink:IndividualOrganism,biolink:subclass_of,biolink:PopulationOfIndividualOrganisms
biolink:IndividualOrganism,biolink:close_match,biolink:PopulationOfIndividualOrganisms
biolink:Procedure,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:PopulationOfIndividualOrganisms,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:Protein,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:Drug,biolink:related_to,biolink:Device
biolink:MolecularEntity,biolink:physically_interacts_with,biolink:Device
biolink:Protein,biolink:physically_interacts_with,biolink:Device
biolink:Procedure,biolink:quantifier_qualifier,biolink:Device
biolink:PhenotypicFeature,biolink:close_match,biolink:IndividualOrganism
biolink:Protein,biolink:occurs_in,biolink:IndividualOrganism
biolink:MolecularEntity,biolink:located_in,biolink:InformationContentEntity
biolink:DiseaseOrPhenotypicFeature,biolink:subclass_of,biolink:PopulationOfIndividualOrganisms
biolink:PopulationOfIndividualOrganisms,biolink:related_to,biolink:DiseaseOrPhenotypicFeature
biolink:IndividualOrganism,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:InformationContentEntity,biolink:part_of,biolink:NamedThing
biolink:MolecularActivity,biolink:coexists_with,biolink:Procedure
biolink:PhysiologicalProcess,biolink:causes,biolink:Procedure
biolink:MolecularEntity,biolink:related_to,biolink:InformationContentEntity
biolink:GenomicEntity,biolink:related_to,biolink:InformationContentEntity
biolink:Device,biolink:affects,biolink:Disease
biolink:NamedThing,biolink:interacts_with,biolink:Disease
biolink:InformationContentEntity,biolink:interacts_with,biolink:Disease
biolink:Disease,biolink:quantifier_qualifier,biolink:InformationContentEntity
biolink:AnatomicalEntity,biolink:occurs_in,biolink:InformationContentEntity
biolink:MolecularActivity,biolink:related_to,biolink:PathologicalProcess
biolink:PopulationOfIndividualOrganisms,biolink:produces,biolink:InformationContentEntity
biolink:Agent,biolink:close_match,biolink:DiseaseOrPhenotypicFeature
biolink:PathologicalProcess,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:Phenomenon,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:Protein,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:Activity,biolink:located_in,biolink:Device
biolink:Procedure,biolink:located_in,biolink:Device
biolink:InformationContentEntity,biolink:located_in,biolink:Device
biolink:Agent,biolink:subclass_of,biolink:Device
biolink:Agent,biolink:close_match,biolink:Device
biolink:GeographicLocation,biolink:related_to,biolink:InformationContentEntity
biolink:IndividualOrganism,biolink:treats,biolink:Procedure
biolink:MolecularEntity,biolink:negatively_regulates_entity_to_entity,biolink:Procedure
biolink:NamedThing,biolink:subclass_of,biolink:GeographicLocation
biolink:Disease,biolink:related_to,biolink:GeographicLocation
biolink:Agent,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:GrossAnatomicalStructure,biolink:causes,biolink:Disease
biolink:Agent,biolink:subclass_of,biolink:Agent
biolink:Procedure,biolink:precedes,biolink:NamedThing
biolink:Activity,biolink:positively_regulates_entity_to_entity,biolink:NamedThing
biolink:Agent,biolink:related_to,biolink:IndividualOrganism
biolink:GenomicEntity,biolink:part_of,biolink:Device
biolink:Disease,biolink:located_in,biolink:Device
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:Device
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:Device
biolink:PathologicalProcess,biolink:located_in,biolink:Device
biolink:GenomicEntity,biolink:located_in,biolink:Device
biolink:Device,biolink:located_in,biolink:Device
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:NamedThing
biolink:Disease,biolink:part_of,biolink:NamedThing
biolink:AnatomicalEntity,biolink:part_of,biolink:NamedThing
biolink:Gene,biolink:part_of,biolink:NamedThing
biolink:Cell,biolink:part_of,biolink:NamedThing
biolink:Protein,biolink:located_in,biolink:NamedThing
biolink:BiologicalProcessOrActivity,biolink:occurs_in,biolink:NamedThing
biolink:MolecularActivity,biolink:occurs_in,biolink:NamedThing
biolink:Phenomenon,biolink:occurs_in,biolink:NamedThing
biolink:Device,biolink:treats,biolink:NamedThing
biolink:PhysiologicalProcess,biolink:treats,biolink:NamedThing
biolink:NamedThing,biolink:treats,biolink:NamedThing
biolink:InformationContentEntity,biolink:treats,biolink:NamedThing
biolink:MolecularEntity,biolink:part_of,biolink:Device
biolink:Disease,biolink:affects,biolink:Device
biolink:ChemicalSubstance,biolink:located_in,biolink:Device
biolink:InformationContentEntity,biolink:subclass_of,biolink:PopulationOfIndividualOrganisms
biolink:Disease,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:Disease,biolink:subclass_of,biolink:NamedThing
biolink:DiseaseOrPhenotypicFeature,biolink:physically_interacts_with,biolink:ChemicalSubstance
biolink:Phenomenon,biolink:close_match,biolink:InformationContentEntity
biolink:PopulationOfIndividualOrganisms,biolink:has_input,biolink:InformationContentEntity
biolink:BiologicalEntity,biolink:has_input,biolink:InformationContentEntity
biolink:PhysiologicalProcess,biolink:has_input,biolink:InformationContentEntity
biolink:IndividualOrganism,biolink:produces,biolink:InformationContentEntity
biolink:NamedThing,biolink:produces,biolink:InformationContentEntity
biolink:Gene,biolink:located_in,biolink:InformationContentEntity
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:InformationContentEntity
biolink:Disease,biolink:part_of,biolink:InformationContentEntity
biolink:Phenomenon,biolink:positively_regulates,biolink:InformationContentEntity
biolink:DiseaseOrPhenotypicFeature,biolink:causes,biolink:InformationContentEntity
biolink:PhysiologicalProcess,biolink:biomarker_for,biolink:InformationContentEntity
biolink:PhysiologicalProcess,biolink:treats,biolink:InformationContentEntity
biolink:Drug,biolink:treats,biolink:InformationContentEntity
biolink:NamedThing,biolink:prevents,biolink:InformationContentEntity
biolink:Phenomenon,biolink:occurs_in,biolink:InformationContentEntity
biolink:Agent,biolink:subclass_of,biolink:Procedure
biolink:Activity,biolink:related_to,biolink:Agent
biolink:PhysiologicalProcess,biolink:positively_regulates_entity_to_entity,biolink:ChemicalSubstance
biolink:Protein,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:BiologicalProcessOrActivity,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:GrossAnatomicalStructure,biolink:related_to,biolink:IndividualOrganism
biolink:Agent,biolink:subclass_of,biolink:InformationContentEntity
biolink:Activity,biolink:subclass_of,biolink:DiseaseOrPhenotypicFeature
biolink:PopulationOfIndividualOrganisms,biolink:treats,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularActivity,biolink:part_of,biolink:IndividualOrganism
biolink:Cell,biolink:located_in,biolink:IndividualOrganism
biolink:MolecularEntity,biolink:occurs_in,biolink:IndividualOrganism
biolink:Procedure,biolink:has_input,biolink:IndividualOrganism
biolink:IndividualOrganism,biolink:has_input,biolink:IndividualOrganism
biolink:GrossAnatomicalStructure,biolink:affects,biolink:IndividualOrganism
biolink:PopulationOfIndividualOrganisms,biolink:treats,biolink:IndividualOrganism
biolink:Agent,biolink:treats,biolink:IndividualOrganism
biolink:AnatomicalEntity,biolink:treats,biolink:IndividualOrganism
biolink:NamedThing,biolink:produces,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:related_to,biolink:Agent
biolink:Agent,biolink:related_to,biolink:Agent
biolink:BiologicalEntity,biolink:close_match,biolink:Activity
biolink:Cell,biolink:subclass_of,biolink:ChemicalSubstance
biolink:AnatomicalEntity,biolink:subclass_of,biolink:ChemicalSubstance
biolink:Cell,biolink:part_of,biolink:ChemicalSubstance
biolink:InformationContentEntity,biolink:part_of,biolink:ChemicalSubstance
biolink:BiologicalEntity,biolink:located_in,biolink:ChemicalSubstance
biolink:IndividualOrganism,biolink:located_in,biolink:ChemicalSubstance
biolink:ChemicalSubstance,biolink:positively_regulates,biolink:ChemicalSubstance
biolink:Gene,biolink:positively_regulates,biolink:ChemicalSubstance
biolink:GenomicEntity,biolink:affects,biolink:ChemicalSubstance
biolink:GenomicEntity,biolink:disrupts,biolink:ChemicalSubstance
biolink:NamedThing,biolink:disrupts,biolink:Procedure
biolink:BiologicalEntity,biolink:subclass_of,biolink:PopulationOfIndividualOrganisms
biolink:OrganismalEntity,biolink:subclass_of,biolink:PopulationOfIndividualOrganisms
biolink:Procedure,biolink:subclass_of,biolink:PopulationOfIndividualOrganisms
biolink:PhysiologicalProcess,biolink:subclass_of,biolink:PopulationOfIndividualOrganisms
biolink:Disease,biolink:subclass_of,biolink:PopulationOfIndividualOrganisms
biolink:PhysicalEntity,biolink:close_match,biolink:PopulationOfIndividualOrganisms
biolink:PhysiologicalProcess,biolink:part_of,biolink:PopulationOfIndividualOrganisms
biolink:MolecularActivity,biolink:part_of,biolink:PopulationOfIndividualOrganisms
biolink:Device,biolink:part_of,biolink:PopulationOfIndividualOrganisms
biolink:BiologicalEntity,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:NamedThing,biolink:physically_interacts_with,biolink:PopulationOfIndividualOrganisms
biolink:InformationContentEntity,biolink:physically_interacts_with,biolink:PopulationOfIndividualOrganisms
biolink:GrossAnatomicalStructure,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:IndividualOrganism,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:BiologicalEntity,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:BiologicalEntity,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:BiologicalEntity,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:IndividualOrganism,biolink:treats,biolink:DiseaseOrPhenotypicFeature
biolink:IndividualOrganism,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:GrossAnatomicalStructure,biolink:subclass_of,biolink:InformationContentEntity
biolink:AnatomicalEntity,biolink:related_to,biolink:Phenomenon
biolink:GenomicEntity,biolink:subclass_of,biolink:NamedThing
biolink:Cell,biolink:located_in,biolink:Procedure
biolink:Agent,biolink:related_to,biolink:Activity
biolink:PhysiologicalProcess,biolink:has_input,biolink:NamedThing
biolink:GenomicEntity,biolink:related_to,biolink:GeographicLocation
biolink:DiseaseOrPhenotypicFeature,biolink:biomarker_for,biolink:DiseaseOrPhenotypicFeature
biolink:PhysiologicalProcess,biolink:biomarker_for,biolink:DiseaseOrPhenotypicFeature
biolink:PathologicalProcess,biolink:treats,biolink:DiseaseOrPhenotypicFeature
biolink:ChemicalSubstance,biolink:located_in,biolink:Disease
biolink:PhysiologicalProcess,biolink:positively_regulates,biolink:Disease
biolink:Phenomenon,biolink:prevents,biolink:Disease
biolink:BiologicalEntity,biolink:prevents,biolink:Disease
biolink:DiseaseOrPhenotypicFeature,biolink:prevents,biolink:Disease
biolink:BiologicalEntity,biolink:predisposes,biolink:Disease
biolink:GrossAnatomicalStructure,biolink:treats,biolink:Disease
biolink:GrossAnatomicalStructure,biolink:interacts_with,biolink:Disease
biolink:GenomicEntity,biolink:interacts_with,biolink:Disease
biolink:Device,biolink:predisposes,biolink:Disease
biolink:PhysiologicalProcess,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:DiseaseOrPhenotypicFeature,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularEntity,biolink:close_match,biolink:GrossAnatomicalStructure
biolink:ChemicalSubstance,biolink:quantifier_qualifier,biolink:Procedure
biolink:GeographicLocation,biolink:part_of,biolink:GeographicLocation
biolink:BiologicalEntity,biolink:related_to,biolink:DiseaseOrPhenotypicFeature
biolink:CellularComponent,biolink:related_to,biolink:DiseaseOrPhenotypicFeature
biolink:DiseaseOrPhenotypicFeature,biolink:precedes,biolink:DiseaseOrPhenotypicFeature
biolink:BiologicalEntity,biolink:precedes,biolink:DiseaseOrPhenotypicFeature
biolink:PhysiologicalProcess,biolink:quantifier_qualifier,biolink:DiseaseOrPhenotypicFeature
biolink:DiseaseOrPhenotypicFeature,biolink:quantifier_qualifier,biolink:DiseaseOrPhenotypicFeature
biolink:InformationContentEntity,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:PopulationOfIndividualOrganisms,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:Phenomenon,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:AnatomicalEntity,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:GrossAnatomicalStructure,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:GrossAnatomicalStructure,biolink:affects,biolink:DiseaseOrPhenotypicFeature
biolink:BiologicalEntity,biolink:affects,biolink:DiseaseOrPhenotypicFeature
biolink:Phenomenon,biolink:biomarker_for,biolink:DiseaseOrPhenotypicFeature
biolink:DiseaseOrPhenotypicFeature,biolink:manifestation_of,biolink:DiseaseOrPhenotypicFeature
biolink:PhysiologicalProcess,biolink:manifestation_of,biolink:DiseaseOrPhenotypicFeature
biolink:Procedure,biolink:interacts_with,biolink:DiseaseOrPhenotypicFeature
biolink:ChemicalSubstance,biolink:interacts_with,biolink:DiseaseOrPhenotypicFeature
biolink:NamedThing,biolink:interacts_with,biolink:DiseaseOrPhenotypicFeature
biolink:InformationContentEntity,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:GenomicEntity,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:DiseaseOrPhenotypicFeature,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:Drug,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:Protein,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:BiologicalEntity,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:Phenomenon,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:Activity,biolink:close_match,biolink:NamedThing
biolink:ChemicalSubstance,biolink:related_to,biolink:GeographicLocation
biolink:Device,biolink:quantifier_qualifier,biolink:Procedure
biolink:Gene,biolink:related_to,biolink:InformationContentEntity
biolink:Disease,biolink:precedes,biolink:InformationContentEntity
biolink:IndividualOrganism,biolink:causes,biolink:InformationContentEntity
biolink:Procedure,biolink:causes,biolink:InformationContentEntity
biolink:AnatomicalEntity,biolink:causes,biolink:InformationContentEntity
biolink:GrossAnatomicalStructure,biolink:affects,biolink:InformationContentEntity
biolink:BiologicalEntity,biolink:manifestation_of,biolink:InformationContentEntity
biolink:ChemicalSubstance,biolink:prevents,biolink:InformationContentEntity
biolink:MolecularEntity,biolink:prevents,biolink:InformationContentEntity
biolink:GenomicEntity,biolink:prevents,biolink:InformationContentEntity
biolink:Device,biolink:prevents,biolink:InformationContentEntity
