subject,predicate,object
biolink:BiologicalEntity,biolink:part_of,biolink:OrganismTaxon
biolink:MolecularEntity,biolink:part_of,biolink:OrganismTaxon
biolink:ChemicalSubstance,biolink:part_of,biolink:OrganismTaxon
biolink:Drug,biolink:part_of,biolink:OrganismTaxon
biolink:AnatomicalEntity,biolink:part_of,biolink:OrganismTaxon
biolink:OrganismalEntity,biolink:part_of,biolink:OrganismTaxon
biolink:Gene,biolink:part_of,biolink:OrganismTaxon
biolink:GenomicEntity,biolink:part_of,biolink:OrganismTaxon
biolink:Protein,biolink:part_of,biolink:OrganismTaxon
biolink:OrganismalEntity,biolink:subclass_of,biolink:OrganismTaxon
biolink:IndividualOrganism,biolink:subclass_of,biolink:OrganismTaxon
biolink:ChemicalSubstance,biolink:subclass_of,biolink:OrganismTaxon
biolink:Drug,biolink:subclass_of,biolink:OrganismTaxon
biolink:MolecularEntity,biolink:subclass_of,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:ChemicalSubstance,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:Drug,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:MolecularEntity,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:OrganismalEntity,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:OrganismTaxon,biolink:close_match,biolink:OrganismTaxon
biolink:NamedThing,biolink:related_to,biolink:Cell
biolink:BiologicalEntity,biolink:related_to,biolink:Cell
biolink:AnatomicalEntity,biolink:related_to,biolink:Cell
biolink:OrganismalEntity,biolink:related_to,biolink:Cell
biolink:Cell,biolink:related_to,biolink:Cell
biolink:NamedThing,biolink:has_input,biolink:Cell
biolink:Procedure,biolink:has_input,biolink:Cell
biolink:ChemicalSubstance,biolink:related_to,biolink:Cell
biolink:Drug,biolink:related_to,biolink:Cell
biolink:MolecularEntity,biolink:related_to,biolink:Cell
biolink:NamedThing,biolink:close_match,biolink:Cell
biolink:BiologicalEntity,biolink:close_match,biolink:Cell
biolink:AnatomicalEntity,biolink:close_match,biolink:Cell
biolink:OrganismalEntity,biolink:close_match,biolink:Cell
biolink:Cell,biolink:close_match,biolink:Cell
biolink:PathologicalProcess,biolink:has_input,biolink:Procedure
biolink:Phenomenon,biolink:correlated_with,biolink:NamedThing
biolink:Phenomenon,biolink:correlated_with,biolink:Procedure
biolink:ClinicalEntity,biolink:close_match,biolink:Disease
biolink:ClinicalEntity,biolink:close_match,biolink:DiseaseOrPhenotypicFeature
biolink:ClinicalEntity,biolink:close_match,biolink:PhenotypicFeature
biolink:ClinicalIntervention,biolink:close_match,biolink:Disease
biolink:ClinicalIntervention,biolink:close_match,biolink:DiseaseOrPhenotypicFeature
biolink:ClinicalIntervention,biolink:close_match,biolink:PhenotypicFeature
biolink:Activity,biolink:positively_regulates_entity_to_entity,biolink:Disease
biolink:Activity,biolink:positively_regulates_entity_to_entity,biolink:DiseaseOrPhenotypicFeature
biolink:Activity,biolink:positively_regulates_entity_to_entity,biolink:PhenotypicFeature
biolink:NamedThing,biolink:subclass_of,biolink:Cell
biolink:BiologicalEntity,biolink:subclass_of,biolink:Cell
biolink:AnatomicalEntity,biolink:subclass_of,biolink:Cell
biolink:OrganismalEntity,biolink:subclass_of,biolink:Cell
biolink:Cell,biolink:subclass_of,biolink:Cell
biolink:NamedThing,biolink:physically_interacts_with,biolink:Cell
biolink:BiologicalEntity,biolink:physically_interacts_with,biolink:Cell
biolink:MolecularEntity,biolink:physically_interacts_with,biolink:Cell
biolink:Gene,biolink:physically_interacts_with,biolink:Cell
biolink:GenomicEntity,biolink:physically_interacts_with,biolink:Cell
biolink:Protein,biolink:physically_interacts_with,biolink:Cell
biolink:AnatomicalEntity,biolink:physically_interacts_with,biolink:Cell
biolink:OrganismalEntity,biolink:physically_interacts_with,biolink:Cell
biolink:ChemicalSubstance,biolink:physically_interacts_with,biolink:Cell
biolink:Drug,biolink:physically_interacts_with,biolink:Cell
biolink:Disease,biolink:physically_interacts_with,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:physically_interacts_with,biolink:Cell
biolink:PhenotypicFeature,biolink:physically_interacts_with,biolink:Cell
biolink:Cell,biolink:physically_interacts_with,biolink:Cell
biolink:OntologyClass,biolink:physically_interacts_with,biolink:Cell
biolink:GeneFamily,biolink:physically_interacts_with,biolink:Cell
biolink:CellularComponent,biolink:physically_interacts_with,biolink:Cell
biolink:Metabolite,biolink:physically_interacts_with,biolink:Cell
biolink:RNAProduct,biolink:physically_interacts_with,biolink:Cell
biolink:Transcript,biolink:physically_interacts_with,biolink:Cell
biolink:Procedure,biolink:close_match,biolink:Cell
biolink:BiologicalProcess,biolink:related_to,biolink:Cell
biolink:BiologicalProcessOrActivity,biolink:related_to,biolink:Cell
biolink:PhysiologicalProcess,biolink:related_to,biolink:Cell
biolink:Procedure,biolink:related_to,biolink:Cell
biolink:NamedThing,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:BiologicalEntity,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:MolecularEntity,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:Gene,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:GenomicEntity,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:Protein,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:Disease,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:PhenotypicFeature,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:AnatomicalEntity,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:OrganismalEntity,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:ChemicalSubstance,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:Drug,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:OntologyClass,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:GeneFamily,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:RNAProduct,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:Transcript,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:Procedure,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:CellularComponent,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:Cell,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:NamedThing,biolink:affects,biolink:Cell
biolink:BiologicalEntity,biolink:affects,biolink:Cell
biolink:ChemicalSubstance,biolink:affects,biolink:Cell
biolink:Drug,biolink:affects,biolink:Cell
biolink:MolecularEntity,biolink:affects,biolink:Cell
biolink:Procedure,biolink:affects,biolink:Cell
biolink:BiologicalProcess,biolink:affects,biolink:Cell
biolink:BiologicalProcessOrActivity,biolink:affects,biolink:Cell
biolink:PhysiologicalProcess,biolink:affects,biolink:Cell
biolink:Gene,biolink:affects,biolink:Cell
biolink:GenomicEntity,biolink:affects,biolink:Cell
biolink:Protein,biolink:affects,biolink:Cell
biolink:AnatomicalEntity,biolink:affects,biolink:Cell
biolink:OrganismalEntity,biolink:affects,biolink:Cell
biolink:GeneFamily,biolink:affects,biolink:Cell
biolink:Disease,biolink:affects,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:Cell
biolink:PhenotypicFeature,biolink:affects,biolink:Cell
biolink:OntologyClass,biolink:affects,biolink:Cell
biolink:Activity,biolink:affects,biolink:Cell
biolink:Cell,biolink:affects,biolink:NamedThing
biolink:Cell,biolink:affects,biolink:BiologicalEntity
biolink:Cell,biolink:affects,biolink:AnatomicalEntity
biolink:Cell,biolink:affects,biolink:OrganismalEntity
biolink:Cell,biolink:affects,biolink:Cell
biolink:Metabolite,biolink:affects,biolink:Cell
biolink:CellularComponent,biolink:affects,biolink:Cell
biolink:OrganismTaxon,biolink:affects,biolink:AnatomicalEntity
biolink:OrganismTaxon,biolink:affects,biolink:OrganismalEntity
biolink:OrganismTaxon,biolink:affects,biolink:Cell
biolink:Phenomenon,biolink:affects,biolink:Cell
biolink:RNAProduct,biolink:affects,biolink:Cell
biolink:Transcript,biolink:affects,biolink:Cell
biolink:MolecularActivity,biolink:affects,biolink:Cell
biolink:NamedThing,biolink:part_of,biolink:Cell
biolink:BiologicalEntity,biolink:part_of,biolink:Cell
biolink:MolecularEntity,biolink:part_of,biolink:Cell
biolink:GenomicEntity,biolink:part_of,biolink:Cell
biolink:AnatomicalEntity,biolink:part_of,biolink:Cell
biolink:OrganismalEntity,biolink:part_of,biolink:Cell
biolink:ChemicalSubstance,biolink:part_of,biolink:Cell
biolink:Drug,biolink:part_of,biolink:Cell
biolink:Gene,biolink:part_of,biolink:Cell
biolink:Protein,biolink:part_of,biolink:Cell
biolink:Disease,biolink:part_of,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:part_of,biolink:Cell
biolink:PhenotypicFeature,biolink:part_of,biolink:Cell
biolink:RNAProduct,biolink:part_of,biolink:Cell
biolink:Transcript,biolink:part_of,biolink:Cell
biolink:CellularComponent,biolink:part_of,biolink:Cell
biolink:OntologyClass,biolink:part_of,biolink:Cell
biolink:Metabolite,biolink:part_of,biolink:Cell
biolink:GeneFamily,biolink:part_of,biolink:Cell
biolink:BiologicalProcessOrActivity,biolink:part_of,biolink:Cell
biolink:MolecularActivity,biolink:part_of,biolink:NamedThing
biolink:MolecularActivity,biolink:part_of,biolink:BiologicalEntity
biolink:MolecularActivity,biolink:part_of,biolink:AnatomicalEntity
biolink:MolecularActivity,biolink:part_of,biolink:OrganismalEntity
biolink:MolecularActivity,biolink:part_of,biolink:Cell
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:Cell
biolink:AdministrativeEntity,biolink:part_of,biolink:Cell
biolink:Agent,biolink:part_of,biolink:Cell
biolink:IndividualOrganism,biolink:part_of,biolink:Cell
biolink:NamedThing,biolink:located_in,biolink:Cell
biolink:BiologicalEntity,biolink:located_in,biolink:Cell
biolink:MolecularEntity,biolink:located_in,biolink:Cell
biolink:AnatomicalEntity,biolink:located_in,biolink:Cell
biolink:OrganismalEntity,biolink:located_in,biolink:Cell
biolink:Procedure,biolink:located_in,biolink:Cell
biolink:Gene,biolink:located_in,biolink:Cell
biolink:GenomicEntity,biolink:located_in,biolink:Cell
biolink:Protein,biolink:located_in,biolink:Cell
biolink:Disease,biolink:located_in,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:Cell
biolink:PhenotypicFeature,biolink:located_in,biolink:Cell
biolink:BiologicalProcess,biolink:located_in,biolink:Cell
biolink:BiologicalProcessOrActivity,biolink:located_in,biolink:Cell
biolink:PhysiologicalProcess,biolink:located_in,biolink:Cell
biolink:OntologyClass,biolink:located_in,biolink:Cell
biolink:OrganismTaxon,biolink:located_in,biolink:Cell
biolink:ChemicalSubstance,biolink:located_in,biolink:Cell
biolink:Drug,biolink:located_in,biolink:Cell
biolink:CellularComponent,biolink:located_in,biolink:Cell
biolink:Activity,biolink:located_in,biolink:Cell
biolink:GeneFamily,biolink:located_in,biolink:Cell
biolink:RNAProduct,biolink:located_in,biolink:Cell
biolink:Transcript,biolink:located_in,biolink:Cell
biolink:IndividualOrganism,biolink:located_in,biolink:Cell
biolink:Metabolite,biolink:located_in,biolink:Cell
biolink:PathologicalProcess,biolink:located_in,biolink:Cell
biolink:Cell,biolink:located_in,biolink:Cell
biolink:AdministrativeEntity,biolink:located_in,biolink:Cell
biolink:Agent,biolink:located_in,biolink:Cell
biolink:Phenomenon,biolink:located_in,biolink:Cell
biolink:Device,biolink:located_in,biolink:Cell
biolink:InformationContentEntity,biolink:located_in,biolink:Cell
biolink:NamedThing,biolink:occurs_in,biolink:Cell
biolink:BiologicalEntity,biolink:occurs_in,biolink:Cell
biolink:BiologicalProcessOrActivity,biolink:occurs_in,biolink:Cell
biolink:MolecularActivity,biolink:occurs_in,biolink:Cell
biolink:InformationContentEntity,biolink:occurs_in,biolink:Cell
biolink:Procedure,biolink:occurs_in,biolink:Cell
biolink:BiologicalProcess,biolink:occurs_in,biolink:Cell
biolink:PhysiologicalProcess,biolink:occurs_in,biolink:Cell
biolink:Disease,biolink:occurs_in,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:Cell
biolink:PhenotypicFeature,biolink:occurs_in,biolink:Cell
biolink:NamedThing,biolink:positively_regulates,biolink:Cell
biolink:BiologicalEntity,biolink:positively_regulates,biolink:Cell
biolink:MolecularEntity,biolink:positively_regulates,biolink:Cell
biolink:ChemicalSubstance,biolink:positively_regulates,biolink:Cell
biolink:Drug,biolink:positively_regulates,biolink:Cell
biolink:OntologyClass,biolink:positively_regulates,biolink:Cell
biolink:Gene,biolink:positively_regulates,biolink:Cell
biolink:GenomicEntity,biolink:positively_regulates,biolink:Cell
biolink:Protein,biolink:positively_regulates,biolink:Cell
biolink:AnatomicalEntity,biolink:positively_regulates,biolink:Cell
biolink:OrganismalEntity,biolink:positively_regulates,biolink:Cell
biolink:RNAProduct,biolink:positively_regulates,biolink:AnatomicalEntity
biolink:RNAProduct,biolink:positively_regulates,biolink:OrganismalEntity
biolink:RNAProduct,biolink:positively_regulates,biolink:Cell
biolink:Transcript,biolink:positively_regulates,biolink:AnatomicalEntity
biolink:Transcript,biolink:positively_regulates,biolink:OrganismalEntity
biolink:Transcript,biolink:positively_regulates,biolink:Cell
biolink:CellularComponent,biolink:positively_regulates,biolink:Cell
biolink:Disease,biolink:positively_regulates,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:positively_regulates,biolink:Cell
biolink:PhenotypicFeature,biolink:positively_regulates,biolink:Cell
biolink:Cell,biolink:positively_regulates,biolink:BiologicalEntity
biolink:Cell,biolink:positively_regulates,biolink:AnatomicalEntity
biolink:Cell,biolink:positively_regulates,biolink:OrganismalEntity
biolink:Cell,biolink:positively_regulates,biolink:Cell
biolink:GeneFamily,biolink:positively_regulates,biolink:Cell
biolink:BiologicalProcessOrActivity,biolink:positively_regulates,biolink:Cell
biolink:MolecularActivity,biolink:positively_regulates,biolink:Cell
biolink:GrossAnatomicalStructure,biolink:positively_regulates,biolink:NamedThing
biolink:GrossAnatomicalStructure,biolink:positively_regulates,biolink:BiologicalEntity
biolink:GrossAnatomicalStructure,biolink:positively_regulates,biolink:AnatomicalEntity
biolink:GrossAnatomicalStructure,biolink:positively_regulates,biolink:OrganismalEntity
biolink:GrossAnatomicalStructure,biolink:positively_regulates,biolink:Cell
biolink:NamedThing,biolink:disrupts,biolink:Cell
biolink:BiologicalEntity,biolink:disrupts,biolink:Cell
biolink:MolecularEntity,biolink:disrupts,biolink:Cell
biolink:GenomicEntity,biolink:disrupts,biolink:Cell
biolink:ChemicalSubstance,biolink:disrupts,biolink:Cell
biolink:Drug,biolink:disrupts,biolink:Cell
biolink:Disease,biolink:disrupts,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:disrupts,biolink:Cell
biolink:PhenotypicFeature,biolink:disrupts,biolink:Cell
biolink:AnatomicalEntity,biolink:disrupts,biolink:Cell
biolink:OrganismalEntity,biolink:disrupts,biolink:Cell
biolink:BiologicalProcess,biolink:disrupts,biolink:Cell
biolink:BiologicalProcessOrActivity,biolink:disrupts,biolink:Cell
biolink:PathologicalProcess,biolink:disrupts,biolink:Cell
biolink:Gene,biolink:disrupts,biolink:Cell
biolink:Protein,biolink:disrupts,biolink:Cell
biolink:Procedure,biolink:disrupts,biolink:Cell
biolink:OntologyClass,biolink:disrupts,biolink:Cell
biolink:GeneFamily,biolink:disrupts,biolink:Cell
biolink:CellularComponent,biolink:disrupts,biolink:Cell
biolink:RNAProduct,biolink:disrupts,biolink:Cell
biolink:Transcript,biolink:disrupts,biolink:Cell
biolink:Metabolite,biolink:disrupts,biolink:Cell
biolink:NamedThing,biolink:has_output,biolink:Cell
biolink:BiologicalEntity,biolink:has_output,biolink:Cell
biolink:BiologicalProcess,biolink:has_output,biolink:Cell
biolink:BiologicalProcessOrActivity,biolink:has_output,biolink:Cell
biolink:PhysiologicalProcess,biolink:has_output,biolink:Cell
biolink:NamedThing,biolink:expressed_in,biolink:Cell
biolink:BiologicalEntity,biolink:expressed_in,biolink:Cell
biolink:MolecularEntity,biolink:expressed_in,biolink:Cell
biolink:Gene,biolink:expressed_in,biolink:Cell
biolink:GenomicEntity,biolink:expressed_in,biolink:Cell
biolink:Protein,biolink:expressed_in,biolink:Cell
biolink:Disease,biolink:expressed_in,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:expressed_in,biolink:Cell
biolink:PhenotypicFeature,biolink:expressed_in,biolink:Cell
biolink:PopulationOfIndividualOrganisms,biolink:has_input,biolink:BiologicalEntity
biolink:PopulationOfIndividualOrganisms,biolink:has_input,biolink:MolecularEntity
biolink:Metabolite,biolink:affects,biolink:Procedure
biolink:MolecularActivity,biolink:affects,biolink:Procedure
biolink:Metabolite,biolink:positively_regulates,biolink:Procedure
