prefix	MIM_number	preferred_title	alternative_title	symbols	neo4j_id
NULL	604324	ACNE, ADULT			827776
Number Sign	604326	SPINOCEREBELLAR ATAXIA 12; SCA12			6816
Percent	604329	HYPERTENSION, ESSENTIAL, SUSCEPTIBILITY TO, 2	HYT2		827772
NULL	604335	REFLEX SYMPATHETIC DYSTROPHY			827765
Number Sign	604348	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1; FASPS1			538530
Number Sign	604352	FEBRILE SEIZURES, FAMILIAL, 4; FEB4	CONVULSIONS, FAMILIAL FEBRILE, 4		519731
Number Sign	604356	DUANE RETRACTION SYNDROME 2; DURS2			6863
Number Sign	604360	SPASTIC PARAPLEGIA 11, AUTOSOMAL RECESSIVE; SPG11	SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE, WITH MENTAL IMPAIRMENT AND THIN CORPUS CALLOSUM;; SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE, COMPLICATED, WITH THIN CORPUS CALLOSUM;; HSP-TCC		6881
NULL	604363	MYOCLONIC EPILEPSY, CONGENITAL DEAFNESS, MACULAR DYSTROPHY, AND PSYCHIATRIC DISORDERS			827749
Number Sign	604364	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 1; FFEVF1	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI; FFEVF;; EPILEPSY, PARTIAL, WITH VARIABLE FOCI; FPEVF		6877
Number Sign	604367	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 3; FPLD3	LIPODYSTROPHY, FAMILIAL PARTIAL, ASSOCIATED WITH PPARG MUTATIONS		518291
Number Sign	604369	SALLA DISEASE; SD	SIALURIA, FINNISH TYPE		6876
Number Sign	604370	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1; BROVCA1		BREAST CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1, INCLUDED;; OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1, INCLUDED	6836
Number Sign	604377	CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 1; CEMCOX1	CYTOCHROME c OXIDASE DEFICIENCY, FATAL INFANTILE, WITH CARDIOENCEPHALOMYOPATHY		526231
Number Sign	604379	HYPOTRICHOSIS 7; HYPT7	HYPOTRICHOSIS, LOCALIZED, AUTOSOMAL RECESSIVE 2; LAH2;; HYPOTRICHOSIS, AUTOSOMAL RECESSIVE; AH;; HYPOTRICHOSIS, TOTAL, MARI TYPE	WOOLLY HAIR, AUTOSOMAL RECESSIVE 2, WITH OR WITHOUT HYPOTRICHOSIS, INCLUDED; ARWH2, INCLUDED;; WH/HT, INCLUDED	518260
NULL	604380	ULNAR RAY DYSGENESIS WITH POSTAXIAL POLYDACTYLY AND RENAL CYSTIC DYSPLASIA			827742
NULL	604381	PATENT DUCTUS ARTERIOSUS AND BICUSPID AORTIC VALVE WITH HAND ANOMALIES			827741
NULL	604382	LISSENCEPHALY, FAMILIAL, WITH CLEFT PALATE AND CEREBELLAR HYPOPLASIA			827740
Number Sign	604387	NEPHRONOPHTHISIS 3; NPHP3	NPH3		6847
Number Sign	604391	ATAXIA-TELANGIECTASIA-LIKE DISORDER 1; ATLD1	ATLD		517341
Number Sign	604393	LEBER CONGENITAL AMAUROSIS 4; LCA4		RETINITIS PIGMENTOSA, JUVENILE, AIPL1-RELATED, INCLUDED;; CONE-ROD DYSTROPHY, AIPL1-RELATED, INCLUDED	7805
Number Sign	604400	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 5; ARVD5	ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 5; ARVC5		7616
Percent	604401	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 6; ARVD6	ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 6; ARVC6		7617
Number Sign	604403	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2; GEFSP2	GEFS+, TYPE 2; GEFS+2	FEBRILE SEIZURES, FAMILIAL, 3A, INCLUDED; FEB3A, INCLUDED	7613
Number Sign	604416	PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE	PAPA SYNDROME; PAPAS;; FAMILIAL RECURRENT ARTHRITIS; FRA		513895
Percent	604431	POLYNEUROPATHY, LETHAL NEONATAL, AXONAL SENSORIMOTOR, AUTOSOMAL RECESSIVE			827555
Number Sign	604432	SPINOCEREBELLAR ATAXIA 11; SCA11			7389
NULL	604451	BASAL CELL CARCINOMA, INFUNDIBULOCYSTIC	BASAL CELL CARCINOMA WITH FOLLICULAR DIFFERENTIATION		827543
Number Sign	604454	WELANDER DISTAL MYOPATHY; WDM	MUSCULAR DYSTROPHY, DISTAL, LATE-ONSET, AUTOSOMAL DOMINANT;; MYOPATHY, DISTAL, SWEDISH		539945
NULL	604474	HUMAN HERPESVIRUS TYPE 6, INTEGRATED			827532
Number Sign	604484	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, OKINAWA TYPE; HMSNO	HEREDITARY MOTOR AND SENSORY NEUROPATHY, PROXIMAL TYPE, FORMERLY; HMSNP, FORMERLY		535297
Number Sign	604498	AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL; CAMT			501015
Percent	604499	HYPERLIPIDEMIA, COMBINED, 2	HYPLIP2;; HYPERLIPIDEMIA, FAMILIAL COMBINED, 2; FCHL2		850138
Percent	604519	INFLAMMATORY BOWEL DISEASE 3; IBD3			820220
Number Sign	604536	ECTODERMAL DYSPLASIA/SKIN FRAGILITY SYNDROME	MCGRATH SYNDROME		524260
Number Sign	604537	LEBER CONGENITAL AMAUROSIS 5; LCA5			8151
Percent	604547	VAN DER WOUDE SYNDROME 1, MODIFIER OF	VWSM		843360
Number Sign	604559	PROGRESSIVE FAMILIAL HEART BLOCK, TYPE IB; PFHB1B	PFHBIB		532022
Number Sign	604563	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2; CMT4B2	CHARCOT-MARIE-TOOTH DISEASE, WITH FOCALLY FOLDED MYELIN SHEATHS, AUTOSOMAL RECESSIVE, TYPE 4B2;; CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 4B2	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2, WITH EARLY-ONSET GLAUCOMA, INCLUDED;; CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 4B2, WITH EARLY-ONSET GLAUCOMA, INCLUDED	7973
Number Sign	604571	BARE LYMPHOCYTE SYNDROME, TYPE I	BLS, TYPE I;; HLA CLASS I DEFICIENCY		513545
Percent	604595	CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 1	CLQTL1;; CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS ON CHROMOSOME 13;; CHOLESTEROL-LOWERING FACTOR; CLF		822766
Number Sign	604625	TOOTH AGENESIS, SELECTIVE, 3; STHAG3	HYPODONTIA/OLIGODONTIA 3		537793
NULL	604690	GROWTH AND DEVELOPMENTAL RETARDATION, OCULAR PTOSIS, CARDIAC DEFECT, AND ANAL ATRESIA	ROCA SYNDROME;; ROCA-WEIDEMANN SYNDROME		822862
Number Sign	604715	ORTHOSTATIC INTOLERANCE	NEUROCIRCULATORY ASTHENIA;; MITRAL VALVE PROLAPSE SYNDROME;; IRRITABLE HEART;; SOLDIERS HEART		535941
Number Sign	604717	DEAFNESS, AUTOSOMAL DOMINANT 20; DFNA20	DFNA26		7020
Number Sign	604757	CRANIOSYNOSTOSIS 2; CRS2	CRANIOSYNOSTOSIS, BOSTON-TYPE; CSB		526840
Number Sign	604765	CARDIOMYOPATHY, DILATED, 1I; CMD1I			7060
NULL	604771	POLYCYSTIC BONE DISEASE	PCBD		826806
Number Sign	604772	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1, WITH OR WITHOUT ATRIAL DYSFUNCTION AND/OR DILATED CARDIOMYOPATHY; CPVT1	VENTRICULAR TACHYCARDIA, STRESS-INDUCED POLYMORPHIC; VTSIP		7025
Number Sign	604777	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 5; ARCI5	ICHTHYOSIS, NONLAMELLAR AND NONERYTHRODERMIC, CONGENITAL, AUTOSOMAL RECESSIVE; NNCI;; ICHTHYOSIS CONGENITA III;; ICHTHYOSIS, LAMELLAR, 3, FORMERLY; LI3, FORMERLY		820250
Percent	604801	MUSCULAR DYSTROPHY, CONGENITAL, 1B; MDC1B			844213
Percent	604802	HUNTINGTON DISEASE-LIKE 3; HDL3	HUNTINGTON DISEASE-LIKE NEURODEGENERATIVE DISORDER, AUTOSOMAL RECESSIVE		849260
Number Sign	604804	MICROCEPHALY 3, PRIMARY, AUTOSOMAL RECESSIVE; MCPH3			7713
Number Sign	604805	SPASTIC PARAPLEGIA 12, AUTOSOMAL DOMINANT; SPG12			513432
Percent	604809	PANBRONCHIOLITIS, DIFFUSE	DPB;; PBLT		850600
Percent	604827	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 7; EIG7		MYOCLONIC EPILEPSY, JUVENILE, 2, INCLUDED; EJM2, INCLUDED	821729
NULL	604830	MANDIBULOFACIAL DYSOSTOSIS SYNDROME, BAURU TYPE			823279
Number Sign	604841	STICKLER SYNDROME, TYPE II; STL2	STICKLER SYNDROME, VITREOUS TYPE 2;; STICKLER SYNDROME, BEADED VITREOUS TYPE		7550
NULL	604855	HYALURONAN METABOLISM, DEFECT IN			823291
NULL	604856	LANGERHANS CELL HISTIOCYTOSIS	LCH		826553
Number Sign	604864	OSTEOARTHRITIS WITH MILD CHONDRODYSPLASIA; OSCDP	NAMAQUALAND HIP DYSPLASIA; NHD		521150
Percent	604901	NORTH AMERICAN INDIAN CHILDHOOD CIRRHOSIS; NAIC			540162
Number Sign	604906	SCHIZOPHRENIA 9; SCZD9	SCHIZOPHRENIA 9 WITH OR WITHOUT AN AFFECTIVE DISORDER;; SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 1q42-RELATED		530765
NULL	604916	HYDRONEPHROSIS, CONGENITAL, WITH CLEFT PALATE, CHARACTERISTIC FACIES, HYPOTONIA, AND MENTAL RETARDATION	OKAMOTO SYNDROME		826260
NULL	604919	BECKER NEVUS SYNDROME			826259
NULL	604922	CORTICAL DEFECTS, WORMIAN BONES, AND DENTINOGENESIS IMPERFECTA			822406
Number Sign	604928	WOLFRAM SYNDROME 2; WFS2			526981
Number Sign	604931	CORTISONE REDUCTASE DEFICIENCY 1; CORTRD1			519029
Number Sign	605013	MICROHYDRANENCEPHALY; MHAC	HYDRANENCEPHALY AND MICROCEPHALY		535646
Number Sign	605019	HYPOBETALIPOPROTEINEMIA, FAMILIAL, 2; FHBL2	HYPOLIPIDEMIA, FAMILIAL, COMBINED		525143
Number Sign	605021	MYOCLONIC EPILEPSY, FAMILIAL INFANTILE; FIME	EIM		6660
NULL	605026	DIABETES MELLITUS, CONGENITAL AUTOIMMUNE			850319
Number Sign	605027	LYMPHOMA, NON-HODGKIN, FAMILIAL	NON-HODGKIN LYMPHOMA; NHL		518124
NULL	605028	LOW DENSITY LIPOPROTEIN CHOLESTEROL, MILD ELEVATION OF	LDLC, MILD ELEVATION OF		850730
Number Sign	605039	BOHRING-OPITZ SYNDROME; BOPS	C-LIKE SYNDROME;; OPITZ TRIGONOCEPHALY-LIKE SYNDROME;; BOHRING SYNDROME		538754
NULL	605040	CLAVICULAR HYPOPLASIA, ZYGOMATIC ARCH HYPOPLASIA, AND MICROGNATHIA	CHZAM		850299
Number Sign	605041	BROOKE-SPIEGLER SYNDROME; BRSS	BSS;; SPIEGLER-BROOKE SYNDROME; SBS		524059
Percent	605055	ALZHEIMER DISEASE, FAMILIAL EARLY-ONSET, WITH COEXISTING AMYLOID AND PRION PATHOLOGY			850289
NULL	605067	TRICUSPID ATRESIA			850281
Number Sign	605074	RENAL CELL CARCINOMA, PAPILLARY, 1; RCCP1			527508
NULL	605105	EARLY RESPONSE TO NEURAL INDUCTION GENE	ERNI		850103
Number Sign	605115	HYPERTENSION, EARLY-ONSET, AUTOSOMAL DOMINANT, WITH SEVERE EXACERBATION IN PREGNANCY			538547
Number Sign	605130	WIEDEMANN-STEINER SYNDROME; WDSTS	HAIRY ELBOWS, SHORT STATURE, FACIAL DYSMORPHISM, AND DEVELOPMENTAL DELAY		532259
Number Sign	605192	DEAFNESS, AUTOSOMAL DOMINANT 23; DFNA23			7291
Percent	605201	HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 14; HDLCQ14			835791
Number Sign	605218	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 2; SLEB2			849884
Percent	605225	INFLAMMATORY BOWEL DISEASE 7; IBD7			821028
Percent	605229	SPASTIC PARAPLEGIA 14, AUTOSOMAL RECESSIVE; SPG14			821027
Number Sign	605231	BARDET-BIEDL SYNDROME 6; BBS6			530633
Percent	605233	DIANZANI AUTOIMMUNE LYMPHOPROLIFERATIVE DISEASE	DALD		830235
Percent	605244	CARNEY COMPLEX, TYPE 2; CNC2	CARNEY MYXOMA-ENDOCRINE COMPLEX, TYPE 2		7803
Number Sign	605249	SEBASTIAN SYNDROME; SBS	SEBASTIAN PLATELET SYNDROME;; MACROTHROMBOCYTOPENIA WITH DISPERSED LEUKOCYTIC INCLUSIONS		7799
Number Sign	605253	NEUROPATHY, CONGENITAL HYPOMYELINATING OR AMYELINATING, AUTOSOMAL RECESSIVE; CHN	HYPOMYELINATION, SEVERE CONGENITAL;; CHARCOT-MARIE-TOOTH DISEASE, TYPE 4E; CMT4E;; CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 4E	NEUROPATHY, CONGENITAL HYPOMYELINATING, AUTOSOMAL DOMINANT, INCLUDED	7812
Number Sign	605258	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 2; HIGM2	HYPER-IgM SYNDROME 2		70441
Number Sign	605259	SPINOCEREBELLAR ATAXIA 13; SCA13			7808
NULL	605274	MESOMELIC DYSPLASIA, SAVARIRAYAN TYPE	MESOMELIC DYSPLASIA WITH ABSENT FIBULAS AND TRIANGULAR TIBIAS		849855
NULL	605275	NOONAN SYNDROME 2; NS2	NOONAN SYNDROME, AUTOSOMAL RECESSIVE		821048
Number Sign	605280	SPASTIC PARAPLEGIA 13, AUTOSOMAL DOMINANT; SPG13			515813
Number Sign	605282	TEMTAMY PREAXIAL BRACHYDACTYLY SYNDROME; TPBS	PREAXIAL BRACHYDACTYLY SYNDROME, TEMTAMY TYPE		538013
Number Sign	605285	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, RUSSE TYPE; HMSNR	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4G; CMT4G;; CHARCOT-MARIE-TOOTH DISEASE, AUTOSOMAL RECESSIVE, TYPE 4G;; HEREDITARY MOTOR AND SENSORY NEUROPATHY, RUSSE TYPE;; CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 4G		7872
Number Sign	605289	SPLIT-HAND/FOOT MALFORMATION 4; SHFM4			7870
Percent	605293	OPTIC ATROPHY 4; OPA4			821053
Number Sign	605309	MACROCEPHALY/AUTISM SYNDROME			505555
NULL	605321	FRONTOOCULAR SYNDROME			836310
Number Sign	605355	NEMALINE MYOPATHY 5; NEM5	NEMALINE MYOPATHY, AMISH TYPE; ANM;; AMISH NEMALINE MYOPATHY		7440
Number Sign	605361	SPINOCEREBELLAR ATAXIA 14; SCA14			8382
Number Sign	605362	CARDIOMYOPATHY, DILATED, 1J; CMD1J	CARDIOMYOPATHY, DILATED, WITH SENSORINEURAL HEARING LOSS, AUTOSOMAL DOMINANT		8381
Percent	605364	PSORIASIS 6, SUSCEPTIBILITY TO; PSORS6			821066
Percent	605365	BREAST CANCER 3; BRCA3	BRCAX		830538
Number Sign	605373	PARAGANGLIOMAS 3; PGL3	GLOMUS TUMORS, FAMILIAL, 3		8390
Number Sign	605375	EPILEPSY, NOCTURNAL FRONTAL LOBE, 3; ENFL3			8389
Number Sign	605376	HETEROTAXY, VISCERAL, 2, AUTOSOMAL; HTX2	HTX		524927
Number Sign	605387	CATARACT 31, MULTIPLE TYPES; CTRCT31	CATARACT, POSTERIOR POLAR, 3; CTPP3; CPP3		505534
Percent	605388	CEREBRAL PALSY, ATAXIC, AUTOSOMAL RECESSIVE	ACP;; ATAXIC CEREBRAL PALSY		836390
Number Sign	605389	HYPOTRICHOSIS 1; HYPT1	HYPOTRICHOSIS SIMPLEX, GENERALIZED, HEREDITARY; HHS;; HTS		503495
NULL	605400	FIBROMATOSIS, GINGIVAL, WITH HYPERTRICHOSIS AND MENTAL RETARDATION			849280
Number Sign	605407	SEGAWA SYNDROME, AUTOSOMAL RECESSIVE	PARKINSONISM, INFANTILE, AUTOSOMAL RECESSIVE;; DYSTONIA, DOPA-RESPONSIVE, AUTOSOMAL RECESSIVE;; DOPA-RESPONSIVE DYSTONIA, AUTOSOMAL RECESSIVE;; TYROSINE HYDROXYLASE DEFICIENCY		7947
Percent	605419	SCHIZOPHRENIA 10; SCZD10	SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 15q15-RELATED;; CATATONIA, PERIODIC		830840
Percent	605428	DEAFNESS, AUTOSOMAL RECESSIVE 26; DFNB26			821054
Percent	605429	DEAFNESS, NONSYNDROMIC, MODIFIER 1; DFNM1			831067
Number Sign	605432	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 1; RUSAT1	RUSAT;; THROMBOCYTOPENIA, CONGENITAL, WITH RADIOULNAR SYNOSTOSIS; CTRUS		532745
Percent	605462	BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 1; BCC1		BASAL CELL CARCINOMA, NONSYNDROMIC, INCLUDED;; BASAL CELL CARCINOMA, MULTIPLE, INCLUDED	496179
NULL	605463	RADIATION SENSITIVITY/CHROMOSOME INSTABILITY SYNDROME, AUTOSOMAL DOMINANT			843330
Number Sign	605472	USHER SYNDROME, TYPE IIC; USH2C		USHER SYNDROME, TYPE IIC, GPR98/PDZD7, DIGENIC, INCLUDED;; USHER SYNDROME, TYPE IIB, FORMERLY, INCLUDED; USH2B, FORMERLY, INCLUDED	8023
Number Sign	605479	CHOLESTASIS, BENIGN RECURRENT INTRAHEPATIC, 2; BRIC2			524301
Percent	605480	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 3; SLEB3			830897
Percent	605526	ALZHEIMER DISEASE 6	AD6;; ALZHEIMER DISEASE 6, LATE-ONSET	PLASMA BETA-AMYLOID-42 LEVEL QUANTITATIVE TRAIT LOCUS, INCLUDED	837315
Number Sign	605543	PARKINSON DISEASE 4, AUTOSOMAL DOMINANT; PARK4	PARKINSON DISEASE 4, AUTOSOMAL DOMINANT LEWY BODY		539869
Percent	605544	FIBROMATOSIS, GINGIVAL, 2; GINGF2	GGF2;; FIBROMATOSIS, GINGIVAL, HEREDITARY, 2; HGF2		820751
Percent	605549	CONE-ROD DYSTROPHY 8; CORD8			837221
Percent	605552	ABDOMINAL OBESITY-METABOLIC SYNDROME 1; AOMS1	METABOLIC SYNDROME X	ABDOMINAL OBESITY-METABOLIC SYNDROME QUANTITATIVE TRAIT LOCUS 1, INCLUDED;; METABOLIC SYNDROME, PROTECTION AGAINST, INCLUDED	539646
Percent	605572	ABDOMINAL OBESITY-METABOLIC SYNDROME QUANTITATIVE TRAIT LOCUS 2	AOMS2		820755
Percent	605582	CARDIOMYOPATHY, DILATED, 1K; CMD1K			6298
Number Sign	605583	DEAFNESS, AUTOSOMAL DOMINANT 25; DFNA25			6335
Number Sign	605588	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B1; CMT2B1	CHARCOT-MARIE-TOOTH DISEASE, NEURONAL, TYPE 2B1;; CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2B1;; CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 2B1		6289
Number Sign	605589	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B2; CMT2B2	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2B2;; CHARCOT-MARIE-TOOTH DISEASE, NEURONAL, TYPE 2B2;; CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 2B2;; ARCMT2B		6291
Number Sign	605594	DEAFNESS, AUTOSOMAL DOMINANT 39, WITH DENTINOGENESIS IMPERFECTA 1	DFNA39/DENTINOGENESIS IMPERFECTA 1 SYNDROME;; DFNA39/DGI1 SYNDROME;; DGI1/DFNA39 SYNDROME		523790
Percent	605598	DIABETES MELLITUS, INSULIN-DEPENDENT, 18; IDDM18	INSULIN-DEPENDENT DIABETES MELLITUS 18		831149
Percent	605606	PSORIASIS 7, SUSCEPTIBILITY TO; PSORS7			505496
NULL	605618	TETRALOGY OF FALLOT SYNDROME, AUTOSOMAL RECESSIVE			848754
Percent	605627	CEREBROOCULONASAL SYNDROME			848624
Percent	605635	HYPERALDOSTERONISM, FAMILIAL, TYPE II; HALD2	FH II		831332
Number Sign	605637	MYOPATHY, PROXIMAL, AND OPHTHALMOPLEGIA; MYPOP	MYOPATHY WITH CONGENITAL JOINT CONTRACTURES, OPHTHALMOPLEGIA, AND RIMMED VACUOLES;; INCLUSION BODY MYOPATHY 3, AUTOSOMAL DOMINANT, FORMERLY; IBM3, FORMERLY		521121
Percent	605642	THYROID CARCINOMA, PAPILLARY, WITH PAPILLARY RENAL NEOPLASIA	PTCPRN;; PRN1		844851
Number Sign	605670	LATE-ONSET RETINAL DEGENERATION; LORD	RETINAL DEGENERATION, LATE-ONSET, AUTOSOMAL DOMINANT		524817
NULL	605672	CEREBELLAR ATAXIA AND HYPERGONADOTROPIC HYPOGONADISM			844899
Number Sign	605676	CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR AND KERATODERMA; DCWHK	CARVAJAL SYNDROME;; PALMOPLANTAR KERATODERMA WITH LEFT VENTRICULAR CARDIOMYOPATHY AND WOOLLY HAIR		538331
Number Sign	605711	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 1; MMDS1	MMDS		501284
Number Sign	605714	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED	AMYLOIDOSIS, CEREBROARTERIAL, APP-RELATED;; AMYLOIDOSIS, HEREDITARY, WITH CEREBRAL HEMORRHAGE, DUTCH VARIANT; HCHWAD;; CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, DUTCH VARIANT;; CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, IOWA VARIANT;; CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ITALIAN VARIANT;; CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, FLEMISH VARIANT;; CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ARCTIC VARIANT		540475
Number Sign	605724	FANCONI ANEMIA, COMPLEMENTATION GROUP D1; FANCD1	FAD1		7596
Number Sign	605726	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 2; DSMA2	NEURONOPATHY, DISTAL HEREDITARY MOTOR, JERASH TYPE;; NEUROPATHY, DISTAL HEREDITARY MOTOR, JERASH TYPE; HMNJ;; SPINAL MUSCULAR ATROPHY, JERASH TYPE		515489
Percent	605727	OTOSCLEROSIS 2; OTSC2			820801
Percent	605728	CATARACT 25; CTRCT25	CATARACT, CENTRAL SACCULAR, WITH SUTURAL OPACITIES; CCSSO;; CATARACT, CENTRAL POUCH-LIKE, WITH SUTURAL OPACITIES		820805
Percent	605735	BLEEDING DISORDER, PLATELET-TYPE, 12; BDPLT12	PROSTAGLANDIN-ENDOPEROXIDE SYNTHASE 1 DEFICIENCY, PLATELET;; PGHS1 DEFICIENCY;; PLATELET CYCLOOXYGENASE 1 DEFICIENCY;; PLATELET COX1 DEFICIENCY		820804
Percent	605738	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 2; MCOPCB2	MICROPHTHALMIA, COLOBOMATOUS, ISOLATED 2; MCOPCB2		820803
Percent	605746	ANISOMASTIA			838586
Percent	605749	CATARACT 26, MULTIPLE TYPES; CTRCT26	CATARACT, AUTOSOMAL RECESSIVE, EARLY-ONSET, PULVERULENT; CAAR		820798
Percent	605750	EXUDATIVE VITREORETINOPATHY 3; EVR3			7585
Number Sign	605751	SEIZURES, BENIGN FAMILIAL INFANTILE, 2; BFIS2	CONVULSIONS, BENIGN FAMILIAL INFANTILE, 2; BFIC2		820800
NULL	605756	OVARIAN DYSGENESIS, HYPERGONADOTROPIC, WITH SHORT STATURE AND RECURRENT METABOLIC ACIDOSIS	GONADAL DYSGENESIS, HYPERGONADOTROPIC, XX TYPE, WITH SHORT STATURE AND RECURRENT METABOLIC ACIDOSIS		838610
Percent	605779	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 7; NDNC7	ONYCHODYSPLASIA, ISOLATED CONGENITAL		820795
Number Sign	605803	DERMATITIS, ATOPIC, 2; ATOD2			512530
Percent	605804	DERMATITIS, ATOPIC, 3; ATOD3	DERMATITIS, ATOPIC, WITH ASTHMA		597113
Percent	605805	DERMATITIS, ATOPIC, 4; ATOD4			611941
NULL	605808	BIRDSHOT CHORIORETINOPATHY	BSCR		839265
Number Sign	605809	MYASTHENIC SYNDROME, CONGENITAL, 4A, SLOW-CHANNEL; CMS4A	CONGENITAL MYASTHENIC SYNDROME TYPE Ia1, FORMERLY; CMS1A1, FORMERLY;; CMS Ia1, FORMERLY		8143
Number Sign	605814	CITRULLINEMIA, TYPE II, NEONATAL-ONSET	CITRULLINEMIA, TYPE II, NEONATAL-ONSET, WITH OR WITHOUT FAILURE TO THRIVE AND DYSLIPIDEMIA;; CHOLESTASIS, NEONATAL INTRAHEPATIC, CAUSED BY CITRIN DEFICIENCY; NICCD		8131
Percent	605818	DEAFNESS, AUTOSOMAL RECESSIVE 27; DFNB27			820818
Number Sign	605820	NONAKA MYOPATHY; NM	NONAKA DISTAL MYOPATHY;; MYOPATHY, DISTAL, WITH OR WITHOUT RIMMED VACUOLES;; INCLUSION BODY MYOPATHY, HEREDITARY, AUTOSOMAL RECESSIVE; HIBM;; INCLUSION BODY MYOPATHY, QUADRICEPS-SPARING; QSM;; GNE MYOPATHY;; INCLUSION BODY MYOPATHY 2, AUTOSOMAL RECESSIVE, FORMERLY; IBM2, FORMERLY		8088
Number Sign	605822	SPONDYLOOCULAR SYNDROME; SOS			536837
Percent	605827	BASALOID FOLLICULAR HAMARTOMA SYNDROME, GENERALIZED, AUTOSOMAL DOMINANT; GBFHS			847970
NULL	605838	BABY RATTLE PELVIS DYSPLASIA			831824
Percent	605841	NARCOLEPSY 2, SUSCEPTIBILITY TO; NRCLP2			820822
Percent	605844	DERMATITIS, ATOPIC, 5; ATOD5			586817
Percent	605845	DERMATITIS, ATOPIC, 6; ATOD6			598500
Number Sign	605850	DIMETHYLGLYCINE DEHYDROGENASE DEFICIENCY; DMGDHD	DMGDH DEFICIENCY		524293
Percent	605856	SHORT STATURE, MENTAL RETARDATION, CALLOSAL AGENESIS, HEMINASAL HYPOPLASIA, MICROPHTHALMIA, AND ATYPICAL CLEFTING			839373
Number Sign	605899	GLYCINE ENCEPHALOPATHY; GCE	HYPERGLYCINEMIA, NONKETOTIC; NKH	HYPERGLYCINEMIA, TRANSIENT NEONATAL, INCLUDED; TNH, INCLUDED	7970
