prefix	MIM_number	preferred_title	alternative_title	symbols
Percent	606875	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 7; HSCR7		
Number Sign	606889	ALZHEIMER DISEASE 4	AD4;; ALZHEIMER DISEASE, FAMILIAL, 4	
Number Sign	606893	VASCULAR MALFORMATION, PRIMARY INTRAOSSEOUS	VASCULAR MALFORMATION OSSEOUS; VMOS;; HEMANGIOMA, INTRAOSSEOUS	
NULL	606894	DUODENOJEJUNAL ATRESIA WITH VOLVULUS, ABSENT DORSAL MESENTERY, AND ABSENT SUPERIOR MESENTERIC ARTERY		
NULL	606895	SYMPHALANGISM, DISTAL, WITH MICRODONTIA, DENTAL PULP STONES, AND NARROWED ZYGOMATIC ARCH		
Percent	606896	DYSLEXIA, SUSCEPTIBILITY TO, 5; DYX5		
Percent	606928	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 3; BMND3	BONE MINERAL DENSITY, LOW, SUSCEPTIBILITY TO	
Number Sign	606943	USHER SYNDROME, TYPE IG; USH1G		
Number Sign	606952	ALBINISM, OCULOCUTANEOUS, TYPE IB; OCA1B	OCULOCUTANEOUS ALBINISM, TYPE IB;; ALBINISM, YELLOW MUTANT TYPE;; YELLOW ALBINISM	ALBINISM, OCULOCUTANEOUS, TYPE I, TEMPERATURE-SENSITIVE, INCLUDED;; OCA1-TS, INCLUDED
Percent	606960	INSULINOMA TUMOR SUPPRESSOR GENE LOCUS		
Percent	606963	PULMONARY DISEASE, CHRONIC OBSTRUCTIVE; COPD		PULMONARY DISEASE, CHRONIC OBSTRUCTIVE, SEVERE EARLY-ONSET, INCLUDED;; COPD, SEVERE EARLY-ONSET, INCLUDED;; PULMONARY DISEASE, CHRONIC OBSTRUCTIVE, RATE OF DECLINE OF LUNG FUNCTION IN, INCLUDED
Number Sign	606966	NEPHRONOPHTHISIS 4; NPHP4	NEPHRONOPHTHISIS 4, JUVENILE	
Percent	606972	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 2; EIG2	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, LOCUS ON CHROMOSOME 14	
Percent	606984	HYPERRENINEMIC HYPOALDOSTERONISM, FAMILIAL, 2	FHHA2	
Percent	606995	SENIOR-LOKEN SYNDROME 3; SLSN3		
Number Sign	606996	SENIOR-LOKEN SYNDROME 4; SLSN4		
Percent	607004	BRACHYDACTYLY, TYPE A1, B; BDA1B		
Number Sign	607014	HURLER SYNDROME	MUCOPOLYSACCHARIDOSIS TYPE IH; MPS1-H	
Number Sign	607015	HURLER-SCHEIE SYNDROME	MUCOPOLYSACCHARIDOSIS TYPE IH/S; MPS1-HS	
Number Sign	607016	SCHEIE SYNDROME	MUCOPOLYSACCHARIDOSIS TYPE IS; MPS1-S;; MUCOPOLYSACCHARIDOSIS TYPE V, FORMERLY;; MPS V, FORMERLY; MPS5, FORMERLY	
Percent	607017	DEAFNESS, AUTOSOMAL DOMINANT 21; DFNA21		
Number Sign	607039	DEAFNESS, AUTOSOMAL RECESSIVE 22; DFNB22		
NULL	607044	T-BOX 24	TBX24	
Percent	607053	HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 2; HDLCQ2		
Number Sign	607060	PARKINSON DISEASE 8, AUTOSOMAL DOMINANT; PARK8		
Number Sign	607078	EPIPHYSEAL DYSPLASIA, MULTIPLE, 5; EDM5	MULTIPLE EPIPHYSEAL DYSPLASIA, MATN3-RELATED;; MICROEPIPHYSEAL DYSPLASIA, BILATERAL HEREDITARY; BHMED	
Number Sign	607080	46,XY GONADAL DYSGENESIS, PARTIAL, WITH MINIFASCICULAR NEUROPATHY		
Number Sign	607084	DEAFNESS, AUTOSOMAL RECESSIVE 31; DFNB31	WHIRLER, MOUSE, HOMOLOG OF	
Percent	607085	MYASTHENIA GRAVIS WITH THYMUS HYPERPLASIA	MYAS1	
Percent	607086	AORTIC ANEURYSM, FAMILIAL THORACIC 1; AAT1	FAA1;; ANNULOAORTIC ECTASIA;; AORTIC DISSECTION, FAMILIAL;; AORTIC ANEURYSM, FAMILIAL THORACIC;; ANEURYSM, THORACIC AORTIC	ERDHEIM CYSTIC MEDIAL NECROSIS OF AORTA, INCLUDED
Percent	607087	AORTIC ANEURYSM, FAMILIAL THORACIC 2; AAT2	FAA2	
Percent	607088	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 3; DSMA3	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IV; HMN4;; DHMN4;; NEUROPATHY, DISTAL HEREDITARY MOTOR, TYPE IV;; HMN IV;; NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE III; HMN3;; DHMN3;; HMN III	
Number Sign	607091	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IId; CDG2D	CDG IId; CDGIId	
Number Sign	607095	ANAUXETIC DYSPLASIA 1; ANXD1	ANAUXETIC DYSPLASIA; ANXD; SPONDYLOMETAEPIPHYSEAL DYSPLASIA, ANAUXETIC TYPE;; SPONDYLOMETAEPIPHYSEAL DYSPLASIA, MENGER TYPE	
Number Sign	607101	DEAFNESS, AUTOSOMAL RECESSIVE 30; DFNB30		
Percent	607107	NASOPHARYNGEAL CARCINOMA	NPCA;; NPC;; NASOPHARYNGEAL CANCER	NASOPHARYNGEAL CARCINOMA, SUSCEPTIBILITY TO, 1, INCLUDED; NPCA1, INCLUDED
Number Sign	607115	CINCA SYNDROME; CINCA	CHRONIC NEUROLOGIC CUTANEOUS AND ARTICULAR SYNDROME;; MULTISYSTEM INFLAMMATORY DISEASE, NEONATAL-ONSET; NOMID;; CRYOPYRIN-ASSOCIATED PERIODIC SYNDROME 3; CAPS3	
Percent	607116	ALZHEIMER DISEASE 8	ALZHEIMER DISEASE, FAMILIAL, 8;; AD8	
Number Sign	607131	AL-GAZALI-BAKALINOVA SYNDROME; AGBK	MACROCEPHALY WITH MULTIPLE EPIPHYSEAL DYSPLASIA AND DISTINCTIVE FACIES; MMEDF	
NULL	607132	LARYNGEAL ATRESIA, ENCEPHALOCELE, AND LIMB DEFORMITIES	LEL	
Percent	607134	SPECIFIC LANGUAGE IMPAIRMENT 3; SLI3	SPECIFIC LANGUAGE IMPAIRMENT QUANTITATIVE TRAIT LOCUS ON CHROMOSOME 13	
Percent	607135	CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS	CRCL	
Number Sign	607136	SPINOCEREBELLAR ATAXIA 17; SCA17	HUNTINGTON DISEASE-LIKE 4; HDL4	
Number Sign	607140	ANGIOID STREAKS		
Number Sign	607143	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ig; CDG1G	CDG Ig; CDGIg	
Number Sign	607151	MOYAMOYA DISEASE 2; MYMY2		
Percent	607152	SPASTIC PARAPLEGIA 19, AUTOSOMAL DOMINANT; SPG19		
Number Sign	607154	ALLERGIC RHINITIS	ALRH	
Number Sign	607155	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 5; MDDGC5	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2I; LGMD2I;; MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY, LIMB-GIRDLE, FRKP-RELATED	
NULL	607161	MULTIPLE CONGENITAL ANOMALIES SYNDROME WITH CLOVERLEAF SKULL		
Number Sign	607174	MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO		
Number Sign	607196	MICROCEPHALY, AMISH TYPE; MCPHA	AMISH LETHAL MICROCEPHALY;; THIAMINE METABOLISM DYSFUNCTION SYNDROME 3 (MICROCEPHALY TYPE); THMD3	
NULL	607197	DEAFNESS, AUTOSOMAL RECESSIVE		
Number Sign	607200	THYROID DYSHORMONOGENESIS 6; TDH6	THYROID HORMONOGENESIS, GENETIC DEFECT IN, 6;; HYPOTHYROIDISM, CONGENITAL, DUE TO DYSHORMONOGENESIS, 6	
Percent	607202	CELIAC DISEASE, SUSCEPTIBILITY TO, 5; CELIAC5	GLUTEN-SENSITIVE ENTEROPATHY, SUSCEPTIBILITY TO, 5;; GSES	
Number Sign	607208	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 6; EIEE6	DRAVET SYNDROME;; SEVERE MYOCLONIC EPILEPSY OF INFANCY; SMEI	
NULL	607214	ANONYCHIA, TOTAL, WITH MICROCEPHALY		
Percent	607221	EPILEPSY, PARTIAL, WITH PERICENTRAL SPIKES; PEPS	EPPS	
Number Sign	607225	SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP		
Number Sign	607236	HYPOPREBETALIPOPROTEINEMIA, ACANTHOCYTOSIS, RETINITIS PIGMENTOSA, AND PALLIDAL DEGENERATION	HARP SYNDROME	
Percent	607239	DEAFNESS, AUTOSOMAL RECESSIVE 33; DFNB33		
Percent	607248	GLIOMA SUSCEPTIBILITY 4; GLM4		
Number Sign	607250	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY; SCAN1		
Percent	607258	HYPERCALCIURIA, ABSORPTIVE, 1	HCA1	
Number Sign	607259	SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE; SPG7		
Number Sign	607271	CASPASE 8 DEFICIENCY	CEDS;; AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE IIB; ALPS2B	
Number Sign	607276	RESTING HEART RATE, VARIATION IN	RHR	
Number Sign	607277	ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 1	ASRT1;; AS1	
Number Sign	607278	OSTEOFIBROUS DYSPLASIA, SUSCEPTIBILITY TO; OSFD	OFD;; TIBIA, BOWING OF, WITH PSEUDARTHROSIS AND PECTUS EXCAVATUM	
Percent	607279	SYSTEMIC LUPUS ERYTHEMATOSUS WITH HEMOLYTIC ANEMIA, SUSCEPTIBILITY TO, 1; SLEH1	SYSTEMIC LUPUS ERYTHEMATOSUS, HEMOLYTIC ANEMIA-RELATED	
Percent	607304	CATARACT 27; CTRCT27	CATARACT 27, NUCLEAR PROGRESSIVE;; CCNP	
Percent	607308	MAMMOGRAPHIC DENSITY		
Number Sign	607313	GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS, 1; HGPPS1	HGPPS	OPHTHALMOPLEGIA, PROGRESSIVE EXTERNAL, AND SCOLIOSIS, INCLUDED
Percent	607317	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 4; SCAR4	SPINOCEREBELLAR ATAXIA WITH SACCADIC INTRUSIONS; SCASI;; SPINOCEREBELLAR ATAXIA 24, FORMERLY; SCA24, FORMERLY	
Number Sign	607323	DUANE-RADIAL RAY SYNDROME; DRRS	OKIHIRO SYNDROME;; DUANE ANOMALY WITH RADIAL RAY ABNORMALITIES AND DEAFNESS;; DR SYNDROME;; ACRORENOOCULAR SYNDROME	
Percent	607324	POLYDACTYLY, POSTAXIAL, TYPE A3; PAPA3	POSTAXIAL POLYDACTYLY, TYPE A3	
Number Sign	607326	SMITH-MCCORT DYSPLASIA 1; SMC1	SMC	
Percent	607329	HYPERTENSION, ESSENTIAL, SUSCEPTIBILITY TO, 3	HYT3	
Number Sign	607330	LATHOSTEROLOSIS	STEROL C5-DESATURASE DEFICIENCY;; SC5D DEFICIENCY	
Percent	607339	CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 1	CHDS1	
Number Sign	607341	FOCAL CORTICAL DYSPLASIA, TYPE II; FCORD2	CORTICAL DYSPLASIA OF TAYLOR; CDT;; FOCAL CORTICAL DYSPLASIA OF TAYLOR; FCDT;; FCD2	FOCAL CORTICAL DYSPLASIA, TYPE IIA, INCLUDED; FCORD2A, INCLUDED;; FCD IIA, INCLUDED;; CORTICAL DYSPLASIA OF TAYLOR WITHOUT BALLOON CELLS, INCLUDED;; CORTICAL DYSPLASIA OF TAYLOR, DYSPLASIA ONLY, INCLUDED; CDTD, INCLUDED;; FOCAL CORTICAL DYSPLASIA, TYPE IIB, INCLUDED; FCORD2B, INCLUDED;; FCD IIB, INCLUDED;; CORTICAL DYSPLASIA OF TAYLOR WITH BALLOON CELLS, INCLUDED; CDTBC, INCLUDED
Number Sign	607346	SPINOCEREBELLAR ATAXIA 19; SCA19	SPINOCEREBELLAR ATAXIA 22; SCA22	
Percent	607354	SCOLIOSIS, ISOLATED, SUSCEPTIBILITY TO, 2; IS2		
Number Sign	607361	MECKEL SYNDROME, TYPE 3; MKS3	MECKEL-GRUBER SYNDROME, TYPE 3	
Number Sign	607364	BARTTER SYNDROME, TYPE 3; BARTS3	BARTTER SYNDROME, CLASSIC	BARTTER SYNDROME, TYPE 3, WITH HYPOCALCIURIA, INCLUDED
Number Sign	607371	DYSTONIA, JUVENILE-ONSET; DJO		
Percent	607373	AUTISM, SUSCEPTIBILITY TO, 8; AUTS8	AUTS2, FORMERLY	
NULL	607395	STREPTOCOCCUS, GROUP A, SEVERITY OF INFECTION BY		
Number Sign	607398	GLUCOCORTICOID DEFICIENCY 2; GCCD2	FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2	
Percent	607411	PATENT DUCTUS ARTERIOSUS 1; PDA1	PDA	
NULL	607413	ALZHEIMER DISEASE NEURONAL THREAD PROTEIN	AD7CNTP	
Number Sign	607417	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2; MRT2	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2A; MRT2A	
Number Sign	607426	COENZYME Q10 DEFICIENCY, PRIMARY, 1; COQ10D1	CoQ10 DEFICIENCY, PRIMARY, 1;; UBIQUINONE DEFICIENCY 1;; COENZYME Q DEFICIENCY 1;; CoQ DEFICIENCY 1	
Number Sign	607432	LISSENCEPHALY 1; LIS1	LISSENCEPHALY SEQUENCE, ISOLATED; ILS;; LISSENCEPHALY, CLASSIC	SUBCORTICAL LAMINAR HETEROTOPIA, INCLUDED; SCLH, INCLUDED;; SUBCORTICAL BAND HETEROTOPIA, INCLUDED; SBH, INCLUDED
Percent	607446	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 3; BMIQ3		
Number Sign	607447	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 4; BMIQ4	OBESITY, SUSCEPTIBILITY TO	
Number Sign	607450	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 8; ARVD8	ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 8; ARVC8	
Number Sign	607453	DEAFNESS, AUTOSOMAL DOMINANT 44; DFNA44		
Number Sign	607454	SPINOCEREBELLAR ATAXIA 21; SCA21		
Number Sign	607457	GIL BLOOD GROUP		
Percent	607458	SPINOCEREBELLAR ATAXIA 18; SCA18	SENSORIMOTOR NEUROPATHY WITH ATAXIA, AUTOSOMAL DOMINANT; SMNA	
Number Sign	607459	SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO	SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE	SPINOCEREBELLAR ATAXIA WITH EPILEPSY, INCLUDED; SCAE, INCLUDED;; EPILEPSY, PROGRESSIVE MYOCLONIC, WITH SENSORY ATAXIC NEUROPATHY, INCLUDED;; EPILEPSY, PROGRESSIVE MYOCLONIC, 5, FORMERLY; EPM5, FORMERLY
Number Sign	607464	THYROID CARCINOMA, HURTHLE CELL	HURTHLE CELL THYROID NEOPLASIA	
Number Sign	607473	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2; VKCFD2		
Number Sign	607475	BOTHNIA RETINAL DYSTROPHY	VASTERBOTTEN DYSTROPHY	
Number Sign	607476	NEWFOUNDLAND ROD-CONE DYSTROPHY; NFRCD		
Number Sign	607482	CARDIOMYOPATHY, DILATED, 1M; CMD1M		
Number Sign	607483	THIAMINE METABOLISM DYSFUNCTION SYNDROME 2 (BIOTIN- OR THIAMINE-RESPONSIVE TYPE); THMD2	BASAL GANGLIA DISEASE, BIOTIN-RESPONSIVE; BBGD;; ENCEPHALOPATHY, THIAMINE-RESPONSIVE	
Number Sign	607485	FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED	FTLD-TDP, GRN-RELATED;; FRONTOTEMPORAL DEMENTIA WITH TDP43 INCLUSIONS, GRN-RELATED;; FRONTOTEMPORAL LOBAR DEGENERATION WITH UBIQUITIN-POSITIVE INCLUSIONS; FTLDU;; FRONTOTEMPORAL DEMENTIA, UBIQUITIN-POSITIVE; FTDU;; DEMENTIA, HEREDITARY DYSPHASIC DISINHIBITION; HDDD	APHASIA, PRIMARY PROGRESSIVE, INCLUDED; PPA, INCLUDED
Number Sign	607486	KNOPS BLOOD GROUP SYSTEM; KN		
Number Sign	607487	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 25; CMH25		
Percent	607488	DYSTONIA 15, MYOCLONIC; DYT15		
Percent	607498	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 3	MGR3	
Percent	607499	BULIMIA NERVOSA, SUSCEPTIBILITY TO, 1; BULN1	BN	
Percent	607501	MIGRAINE WITHOUT AURA, SUSCEPTIBILITY TO, 4	MGR4;; MGOA	
NULL	607504	HEADACHE ASSOCIATED WITH SEXUAL ACTIVITY; HSA	BENIGN SEXUAL HEADACHE; BSH	
Number Sign	607507	PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO		PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO, 1, INCLUDED; PSORAS1, INCLUDED
Percent	607508	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 5	MGR5	
Number Sign	607514	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 10; BMIQ10	OBESITY, SUSCEPTIBILITY TO	
Percent	607516	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 6	MGR6	MIGRAINE, FAMILIAL HEMIPLEGIC, 4, INCLUDED; FHM4, INCLUDED
Number Sign	607523	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 8; NDNC8	TOENAIL DYSTROPHY, ISOLATED	
Number Sign	607539	CAMPTOSYNPOLYDACTYLY, COMPLEX; CCSPD	CAMPTOPOLYDACTYLY, DISORGANIZATION TYPE	
NULL	607540	SECRETORY DIARRHEA, MYOPATHY, AND DEAFNESS		
Number Sign	607541	CORNEAL DYSTROPHY, AVELLINO TYPE; CDA	ACD;; AVELLINO CORNEAL DYSTROPHY;; COMBINED GRANULAR-LATTICE CORNEAL DYSTROPHY;; GRANULAR CORNEAL DYSTROPHY, TYPE II; CGD2	
NULL	607543	SPONDYLOMETAPHYSEAL DYSPLASIA WITH BOWED FOREARMS AND FACIAL DYSMORPHISM	SMD WITH BOWED FOREARMS AND FACIAL DYSMORPHISM	
Number Sign	607554	ATRIAL FIBRILLATION, FAMILIAL, 3; ATFB3		
NULL	607565	SPASTIC PARAPLEGIA, ATAXIA, AND MENTAL RETARDATION	SPAR	
NULL	607569	MYOPATHY, DISTAL, WITH EARLY RESPIRATORY FAILURE, AUTOSOMAL DOMINANT		
Percent	607572	LEPROSY, SUSCEPTIBILITY TO, 2; LPRS2		
NULL	607578	BREATH-HOLDING SPELLS	BHS	
Percent	607584	SPASTIC PARAPLEGIA 24, AUTOSOMAL RECESSIVE; SPG24		
Percent	607592	PROSTATE CANCER AGGRESSIVENESS QUANTITATIVE TRAIT LOCUS ON CHROMOSOME 19	HPCQTL19	
Number Sign	607594	IMMUNODEFICIENCY, COMMON VARIABLE, 1; CVID1	ANTIBODY DEFICIENCY DUE TO ICOS DEFECT	IMMUNODEFICIENCY, COMMON VARIABLE, INCLUDED; CVID, INCLUDED
Number Sign	607595	BRAIN SMALL VESSEL DISEASE WITH OR WITHOUT OCULAR ANOMALIES; BSVD	BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE;; INFANTILE HEMIPARESIS;; RETINAL ARTERIOLAR TORTUOSITY, INFANTILE HEMIPARESIS, AND LEUKOENCEPHALOPATHY, AUTOSOMAL DOMINANT;; BRAIN SMALL VESSEL DISEASE WITH AXENFELD-RIEGER ANOMALY;; LEUKOENCEPHALOPATHY WITH AXENFELD-RIEGER ANOMALY	
Number Sign	607596	PONTOCEREBELLAR HYPOPLASIA, TYPE 1A; PCH1A	PCH1;; PONTOCEREBELLAR HYPOPLASIA WITH INFANTILE SPINAL MUSCULAR ATROPHY;; PONTOCEREBELLAR HYPOPLASIA WITH ANTERIOR HORN CELL DISEASE	
NULL	607597	MICROPHTHALMIA WITH CYST, BILATERAL FACIAL CLEFTS, AND LIMB ANOMALIES		
Number Sign	607598	LETHAL CONGENITAL CONTRACTURE SYNDROME 2; LCCS2	MULTIPLE CONTRACTURE SYNDROME, ISRAELI BEDOUIN TYPE A	
Percent	607600	EPIDERMOLYSIS BULLOSA SIMPLEX SUPERFICIALIS; EBSS		
Number Sign	607602	ICHTHYOSIS, CYCLIC, WITH EPIDERMOLYTIC HYPERKERATOSIS	CIEHK;; EPIDERMOLYTIC ICHTHYOSIS, ANNULAR; AEI	
Number Sign	607616	NIEMANN-PICK DISEASE, TYPE B		NIEMANN-PICK DISEASE, TYPE E, INCLUDED;; NIEMANN-PICK DISEASE, TYPE F, INCLUDED;; NIEMANN-PICK DISEASE, INTERMEDIATE, WITH VISCERAL INVOLVEMENT AND RAPID PROGRESSION, INCLUDED
Number Sign	607624	GRISCELLI SYNDROME, TYPE 2; GS2	GRISCELLI SYNDROME WITH HEMOPHAGOCYTIC SYNDROME;; PARTIAL ALBINISM AND IMMUNODEFICIENCY SYNDROME;; PAID SYNDROME	
Number Sign	607625	NIEMANN-PICK DISEASE, TYPE C2; NPC2		
Number Sign	607626	ICHTHYOSIS, LEUKOCYTE VACUOLES, ALOPECIA, AND SCLEROSING CHOLANGITIS; ILVASC	ICHTHYOSIS-SCLEROSING CHOLANGITIS SYNDROME;; NEONATAL ICHTHYOSIS-SCLEROSING CHOLANGITIS SYNDROME;; NISCH SYNDROME	
Number Sign	607628	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11; EIG11		EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 8, INCLUDED; EJM8, INCLUDED;; EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 2, INCLUDED; EJA2, INCLUDED
Number Sign	607631	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1	JAE1	
Number Sign	607634	OSTEOPETROSIS, AUTOSOMAL DOMINANT 1; OPTA1	OSTEOPETROSIS, AUTOSOMAL DOMINANT, TYPE I	
Number Sign	607636	VAN BUCHEM DISEASE, TYPE 2	VBCH2	
Number Sign	607641	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIIB; HMN7B	HMN VIIB;; NEUROPATHY, DISTAL HEREDITARY MOTOR, TYPE VIIB;; DHMN7B;; NEUROPATHY, DISTAL HEREDITARY MOTOR, WITH VOCAL CORD PARALYSIS, TYPE VIIB;; LOWER MOTOR NEURON DISEASE, DYNACTIN TYPE	
Percent	607644	CANDIDIASIS, FAMILIAL, 3; CANDF3	CANDIDIASIS, FAMILIAL CHRONIC NAIL, WITH ICAM1 DEFICIENCY; CANDN1;; FCNC	
Number Sign	607654	KERATOSIS PALMOPLANTARIS STRIATA III; PPKS3	STRIATE PALMOPLANTAR KERATODERMA III; SPPK3;; KERATODERMA, PALMOPLANTAR, STRIATE FORM III; KPPS3	
Number Sign	607655	SKIN FRAGILITY-WOOLLY HAIR SYNDROME; SFWHS		
Percent	607656	CURLY HAIR-ACRAL KERATODERMA-CARIES SYNDROME	CHACS	
Percent	607658	HYPOTRICHOSIS-OSTEOLYSIS-PERIODONTITIS-PALMOPLANTAR KERATODERMA SYNDROME	HOPP SYNDROME	
NULL	607665	TUBULOINTERSTITIAL NEPHRITIS WITH UVEITIS; TINU		ACUTE TUBULOINTERSTITIAL NEPHRITIS, INCLUDED; ATIN, INCLUDED
Percent	607671	DYSTONIA 13, TORSION, AUTOSOMAL DOMINANT; DYT13		
Percent	607674	CATARACT, CONGENITAL, WITH MENTAL IMPAIRMENT AND DENTATE GYRUS ATROPHY		
Number Sign	607676	IRAK4 DEFICIENCY	IRAK4D	
Number Sign	607677	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2I; CMT2I	CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 2I	
Number Sign	607678	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1D; CMT1D	HEREDITARY MOTOR AND SENSORY NEUROPATHY 1D;; HMSN ID;; HMSN1D;; CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 1D	
Number Sign	607681	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2; ECA2		
Number Sign	607682	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9; EIG9		EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 6, INCLUDED; EJM6, INCLUDED
Percent	607683	DEAFNESS, AUTOSOMAL DOMINANT 52; DFNA52	DEAFNESS, AUTOSOMAL DOMINANT 42; DFNA42	
Number Sign	607684	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E; CMT2E	CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 2E	
Number Sign	607685	HYPEREOSINOPHILIC SYNDROME, IDIOPATHIC; HES		
Percent	607687	HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 3	HDLCQ3	
Number Sign	607688	PARKINSON DISEASE 11, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK11		
Number Sign	607694	LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM; HLD7	LEUKOENCEPHALOPATHY, HYPOMYELINATING, WITH ATAXIA AND DELAYED DENTITION;; ATAXIA, DELAYED DENTITION, AND HYPOMYELINATION; ADDH;; LEUKODYSTROPHY, HYPOMYELINATING, WITH HYPODONTIA AND HYPOGONADOTROPIC HYPOGONADISM;; 4H SYNDROME	
Number Sign	607706	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, WITH VOCAL CORD PARESIS, AUTOSOMAL RECESSIVE	CMT2 WITH VOCAL CORD PARESIS, AUTOSOMAL RECESSIVE;; CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A, AXONAL FORM;; CHARCOT-MARIE-TOOTH NEUROPATHY, AXONAL, WITH VOCAL CORD PARESIS, AUTOSOMAL RECESSIVE	
Number Sign	607721	NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 1; NSLH1	NSLH;; TOSTI SYNDROME	
Percent	607728	POROKERATOSIS 4, DISSEMINATED SUPERFICIAL ACTINIC TYPE; POROK4	POROKERATOSIS, DISSEMINATED SUPERFICIAL ACTINIC, 2; DSAP2	
Percent	607731	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2H; CMT2H	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, WITH PYRAMIDAL FEATURES, AUTOSOMAL RECESSIVE;; CHARCOT-MARIE-TOOTH NEUROPATHY, AXONAL, WITH PYRAMIDAL FEATURES, AUTOSOMAL RECESSIVE	
Number Sign	607734	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1F; CMT1F	CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 1F	
